imdb_id,popularity,movie_budget,movie_revenue,movie_name,cast,movie_director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year
tt0401792,3.520836,40000000,158733820,Sin City,Jessica Alba|Devon Aoki|Alexis Bledel|Powers Boothe|Rosario Dawson,Robert Rodriguez|Frank Miller|Quentin Tarantino,Walk down the right back alley in Sin City and you can find anything...,dystopia|based on comic book|based on graphic novel|black and white and color|black and white scene,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it darkâ€¦ Hard-boiled. Then there are those who call it home â€” Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",124,Action|Thriller|Crime,Dimension Films|Troublemaker Studios|Miramax,2005-03-31,1691,7.1,2005
tt0367594,3.508379,150000000,474968763,Charlie and the Chocolate Factory,Johnny Depp|Freddie Highmore|AnnaSophia Robb|Julia Winter|Helena Bonham Carter,Tim Burton,Willy Wonka is semi-sweet and nuts.,london|father-son relationship|chocolate|factory worker|based on novel,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",115,Adventure|Comedy|Family|Fantasy,Village Roadshow Pictures|The Zanuck Company|Warner Bros.|Tim Burton Productions|Plan B Entertainment,2005-07-09,1826,6.5,2005
tt0121766,3.4575370000000003,113000000,850000000,Star Wars: Episode III - Revenge of the Sith,Ewan McGregor|Natalie Portman|Hayden Christensen|Ian McDiarmid|Samuel L. Jackson,George Lucas,The saga is complete.,showdown|death star|vision|cult figure|hatred,"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice â€“ Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring â€“ the twin children born in secrecy who will grow up to become heroes.",140,Science Fiction|Adventure|Action,Lucasfilm,2005-05-17,2629,7.0,2005
tt0371724,3.087036,50000000,104478416,The Hitchhiker's Guide to the Galaxy,Martin Freeman|Zooey Deschanel|Sam Rockwell|Mos Def|John Malkovich,Garth Jennings,Don't leave Earth without it.,bureaucracy|england|dolphin|android|based on novel,"Mere seconds before the Earth is to be demolished by an alien construction crew, Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""",109,Adventure|Comedy|Family|Science Fiction,Spyglass Entertainment|Everyman Pictures|Hammer & Tongs|Touchstone Pictures,2005-01-15,780,6.6,2005
tt0399201,2.6233459999999997,126000000,162949164,The Island,Ewan McGregor|Scarlett Johansson|Djimon Hounsou|Sean Bean|Steve Buscemi,Michael Bay,Your time will come...,clone|transplantation|love of one's life|dystopia|genetics,"Lincoln Six-Echo is a resident of a seemingly Utopian but contained facility in the year 2019. Like all of the inhabitants of this carefully controlled environment, Lincoln hopes to be chosen to go to the ""The Island"" - reportedly the last uncontaminated spot on the planet. But Lincoln soon discovers that everything about his existence is a lie. He and all of the other inhabitants of the facility are actually human clones. Lincoln makes a daring escape with a beautiful fellow resident named Jordan Two-Delta. Relentlessly pursued by the forces of the sinister institute that once housed them, Lincoln and Jordan engage in a race for their lives to literally meet their makers.",136,Action|Thriller|Science Fiction|Adventure,DreamWorks SKG|Warner Bros.|Parkes/MacDonald Productions,2005-07-20,1027,6.4,2005
tt0351283,2.444998,75000000,532680671,Madagascar,Ben Stiller|Chris Rock|David Schwimmer|Jada Pinkett Smith|Sacha Baron Cohen,Eric Darnell|Tom McGrath,It's All Some Type Of Whacked Out Conspiracy.,lion|hippopotamus|giraffe|penguin|zebra,"Zoo animals leave the comforts of man-made habitats for exotic adventure in this animated family film. After escaping from the zoo, four friends -- a lion, a hippo, a zebra and a giraffe -- are sent back to Africa. When their ship capsizes, stranding them on Madagascar, an island populated by crazy critters, the pals must adapt to jungle life and their new roles as wild animals.",86,Family|Animation,DreamWorks SKG|Pacific Data Images (PDI)|DreamWorks Animation,2005-05-25,2107,6.4,2005
tt0120667,2.368513,100000000,330579719,Fantastic Four,Ioan Gruffudd|Jessica Alba|Chris Evans|Michael Chiklis|Julian McMahon,Tim Story,4 times the action. 4 times the adventure. 4 times the fantastic.,flying|fire|brother sister relationship|marriage proposal|radiation,"During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong â€¦ thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.",106,Action|Adventure|Fantasy|Science Fiction,Twentieth Century Fox Film Corporation|1492 Pictures|Constantin Film Produktion|Marvel Enterprises|Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG,2005-07-07,1715,5.6,2005
tt0360486,2.26533,100000000,230427240,Constantine,Keanu Reeves|Rachel Weisz|Shia LaBeouf|Djimon Hounsou|Max Baker,Francis Lawrence,"Hell Wants Him, Heaven Won't Take Him, Earth Needs Him.",flying|confession|exorcism|archangel gabriel|holy water,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.",121,Drama|Fantasy|Horror,Village Roadshow Pictures|DC Comics|Lonely Film Productions GmbH & Co. KG.|Donners' Company|Branded Entertainment/Batfilm Productions,2005-02-15,1049,6.5,2005
tt0396269,2.248624,40000000,285176741,Wedding Crashers,Owen Wilson|Vince Vaughn|Christopher Walken|Rachel McAdams|Isla Fisher,David Dobkin,Life's a Party.  Crash It.,sailing|wedding|fake identity|lying,"John and his buddy, Jeremy are emotional criminals who know how to use a woman's hopes and dreams for their own carnal gain. Their modus operandi: crashing weddings. Normally, they meet guests who want to toast the romantic day with a random hook-up. But when John meets Claire, he discovers what true love â€“ and heartache â€“ feels like.",119,Comedy|Romance,New Line Cinema|Tapestry Films|Avery Pix,2005-07-14,795,6.3,2005
tt0402022,2.220063,62000000,52304001,Ã†on Flux,Charlize Theron|Marton Csokas|Jonny Lee Miller|Sophie Okonedo|Caroline Chikezie,Karyn Kusama,The Perfect World Meets The Perfect Assassin,martial arts|dystopia|surrealism|based on cartoon|shootout,"400 years into the future, disease has wiped out the majority of the world's population, except one walled city, Bregna, ruled by a congress of scientists. When Ã†on Flux, the top operative in the underground 'Monican' rebellion, is sent on a mission to kill a government leader, she uncovers a world of secrets.",93,Action|Science Fiction,Paramount Pictures|Lakeshore Entertainment|MTV Films|Colossal Pictures|Valhalla Motion Pictures,2005-11-30,408,5.3,2005
tt0395699,2.07205,56000000,113006880,The Pacifier,Vin Diesel|Lauren Graham|Faith Ford|Chris Potter|Brittany Snow,Adam Shankman,Welcome to the infantry.,missile|bodybuilder|children|body guard|scientist,Disgraced Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids' house.,95,Action|Comedy|Drama|Family|Thriller,Walt Disney Pictures|Spyglass Entertainment,2005-03-04,493,5.8,2005
tt0407304,1.8447310000000001,132000000,591739379,War of the Worlds,Tom Cruise|Dakota Fanning|Miranda Otto|Justin Chatwin|Tim Robbins,Steven Spielberg,They're already here.,post traumatic stress  disorder|new jersey|airplane|dystopia|daughter,"The extraordinary battle for the future of humankind through the eyes of one American family fighting to survive it. Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son Robbie and young daughter Rachel for a rare weekend visit, a strange and powerful lightning storm touches down.",116,Adventure|Thriller|Science Fiction,Paramount Pictures|DreamWorks SKG|Cruise/Wagner Productions|Amblin Entertainment,2005-06-28,1238,5.9,2005
tt0397535,1.8131279999999999,85000000,162242962,Memoirs of a Geisha,Zhang Ziyi|Gong Li|Youki Kudoh|Tsai Chin|Suzuka Ohgo,Rob Marshall,"My world is as forbidden as it is fragile; without its mysteries, it cannot survive.",japan|prostitute|sister sister relationship|brothel|world war ii,"A sweeping romantic epic set in Japan in the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.",145,Drama|History|Romance,DreamWorks SKG|Spyglass Entertainment|Columbia Pictures Corporation|Red Wagon Productions,2005-12-06,409,7.1,2005
tt0405422,1.78595,26000000,109449237,The 40 Year Old Virgin,Steve Carell|Catherine Keener|Paul Rudd|Romany Malco|Seth Rogen,Judd Apatow,"The longer you wait, the harder it gets.",first time|virgin,"Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40, there's one thing Andy hasn't done, and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid, the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish, a single mom.",116,Comedy|Romance,Universal Pictures|Apatow Productions,2005-08-11,1236,6.2,2005
tt0371606,1.7663970000000002,150000000,314432665,Chicken Little,Zach Braff|Garry Marshall|Don Knotts|Patrick Stewart|Amy Sedaris,Mark Dindal,"When it comes to saving the world, it helps to be a little chicken.",fish|small town|space marine|chicken|alien,"When the sky really is falling and sanity has flown the coop, who will rise to save the day? Together with his hysterical band of misfit friends, Chicken Little must hatch a plan to save the planet from alien invasion and prove that the world's biggest hero is a little chicken.",81,Animation|Family|Comedy,Walt Disney Pictures|Walt Disney Feature Animation,2005-11-04,542,5.6,2005
tt0386588,1.7264700000000002,70000000,368100420,Hitch,Will Smith|Eva Mendes|Kevin James|Amber Valletta|Julie Ann Emery,Andy Tennant,The cure for the common man.,speed date|romantic comedy|dating,"Dating coach Alex 'Hitch' Hitchens mentors a bumbling client, Albert, who hopes to win the heart of the glamorous Allegra Cole. While Albert makes progress, Hitch faces his own romantic setbacks when proven techniques fail to work on Sara Melas, a tabloid reporter digging for dirt on Allegra Cole's love life. When Sara discovers Hitch's connection to Albert â€“ now Allegra's boyfriend â€“ it threatens to destroy both relationships.",118,Comedy|Drama|Romance,Columbia Pictures Corporation|Overbrook Entertainment,2005-02-10,1010,6.3,2005
tt0388482,1.6998220000000002,32000000,85167639,Transporter 2,Jason Statham|Amber Valletta|Kate Nauta|Alessandro Gassman|FranÃ§ois BerlÃ©and,Louis Leterrier,The Best In The Business Is Back In The Game.,martial arts|war on drugs|bodyguard|baby-snatching|kidnapping,"Professional driver Frank Martin is living in Miami, where he is temporarily filling in for a friend as the chauffeur for a government narcotics control policymaker and his family. The young boy in the family is targeted for kidnapping, and Frank immediately becomes involved in protecting the child and exposing the kidnappers.",87,Action|Thriller|Crime,Canal Plus|Twentieth Century Fox Film Corporation|Current Entertainment|TF 1 Film Productions|TPS Star,2005-08-02,677,6.1,2005
tt0396752,1.610259,25000000,122489822,Nanny McPhee,Emma Thompson|Colin Firth|Kelly Macdonald|Thomas Brodie-Sangster|Eliza Bennett,Kirk Jones,You'll Learn To Love Her. Warts And All.,loss of mother|nanny|education|wizardry|children,"Widower Cedric Brown (Colin Firth) hires Nanny McPhee (Emma Thompson) to care for his seven rambunctious children, who have chased away all previous nannies. Taunted by Simon (Thomas Sangster) and his siblings, Nanny McPhee uses mystical powers to instill discipline. And when the children's great-aunt and benefactor, Lady Adelaide Stitch (Angela Lansbury), threatens to separate the kids, the family pulls together under the guidance of Nanny McPhee.",97,Fantasy|Comedy|Family,Universal Pictures|Three Strange Angels|Studio Canal|Metro-Goldwyn-Mayer (MGM)|Working Title Films,2005-10-21,355,6.1,2005
tt0320661,1.592578,130000000,211643158,Kingdom of Heaven,Orlando Bloom|Eva Green|Jeremy Irons|Marton Csokas|Brendan Gleeson,Ridley Scott,"Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong",crusade|epic|knight|swordsman|religious,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",144,Drama|Action|Adventure|History|War,Studio Babelsberg|Twentieth Century Fox Film Corporation|Scott Free Productions|Kanzaman|Dune Films,2005-05-03,677,6.4,2005
tt0369735,1.513147,43000000,154749918,Monster-in-Law,Jennifer Lopez|Jane Fonda|Michael Vartan|Wanda Sykes|Adam Scott,Robert Luketic,This relationship is going to be a real mother.,bad mother-in-law|surgeon|dogsitter|falling in love,"Office temp Charlotte Cantilini thinks she's found Mr. Right when she starts dating gorgeous surgeon Dr. Kevin Fields. But there's a problem standing in the way of everlasting bliss: Kevin's overbearing and controlling mother, Viola. Fearing she'll lose her son's affections forever, Viola decides to break up the happy couple by becoming the world's worst mother-in-law.",101,Comedy,New Line Cinema|Spring Creek Productions|BenderSpink|Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,2005-05-13,240,5.7,2005
tt0360717,1.508329,207000000,550000000,King Kong,Naomi Watts|Jack Black|Adrien Brody|Thomas Kretschmann|Colin Hanks,Peter Jackson,The eighth wonder of the world.,film business|screenplay|show business|film making|film producer,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",187,Adventure|Drama|Action,WingNut Films|Universal Pictures|Big Primate Pictures|MFPV Film,2005-12-14,1289,6.4,2005
tt0377471,1.497085,53000000,95226116,Be Cool,John Travolta|Uma Thurman|Vince Vaughn|Cedric the Entertainer|AndrÃ© Benjamin,F. Gary Gray,Everyone is looking for the next big hit,baseball bat|widow|recording contract|recording studio|russian mafia,"Disenchanted with the movie industry, Chili Palmer (John Travolta) tries the music industry, meeting and romancing a widow of a music exec (Uma Thurman) on the way.",118,Comedy|Crime,Double Feature Films|Jersey Films|Nina Saxon Film Design|Metro-Goldwyn-Mayer (MGM),2005-03-04,170,5.3,2005
tt0378109,1.496807,50000000,44434439,Into the Blue,Paul Walker|Jessica Alba|Scott Caan|Ashley Scott|Josh Brolin,John Stockwell,Treasure Has Its Price.,diving|cocaine|shipwreck|sailing|airplane,"Red-hot action superstars Paul Walker and Jessica Alba heat up the screen as two sexy young divers who dream of finding hidden treasure. When they take some friends (Scott Caan and Ashley Scott) on an extreme sport adventure, the last thing they expect to see below the shark-infested waters is a legendary pirate ship rumored to contain millions of dollars in gold.",110,Action|Thriller|Adventure|Crime,Columbia Pictures Corporation|Mandalay Pictures|Metro-Goldwyn-Mayer (MGM),2005-09-30,289,5.9,2005
tt0414387,1.4808540000000001,28000000,121147947,Pride & Prejudice,Keira Knightley|Matthew Macfadyen|Rosamund Pike|Simon Woods|Donald Sutherland,Joe Wright,A romance ahead of its time.,bachelor|prejudice|suitor|georgian|pride,"Pride and Prejudice is a humorous story of love and life among English gentility during the Georgian era. Mr. Bennet is an English gentleman living in Hertfordshire with his overbearing wife and 5 daughters. If Mr. Bennet dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.",128,Drama|Romance,Universal Pictures|StudioCanal|Scion Films|Focus Features|Working Title Films,2005-09-16,749,7.6,2005
tt0388795,1.4756040000000001,14000000,178043761,Brokeback Mountain,Heath Ledger|Jake Gyllenhaal|Randy Quaid|Michelle Williams|Anne Hathaway,Ang Lee,Love is a force of nature.,gay|countryside|homophobia|loss of lover|wyoming,Brokeback Mountain is an Ang Lee film about two modern day cowboys who meet on a shepherding job in the summer of â€™63. The two share a raw and powerful summer together that turns into a life long relationship conflicting with the lives they are supposed to live.,134,Drama|Romance,River Road Entertainment|Alberta Film Entertainment|Focus Features|Good Machine,2005-09-02,780,7.2,2005
tt0358082,1.464718,75000000,260696994,Robots,Robin Williams|Ewan McGregor|Halle Berry|Mel Brooks|Paula Abdul,Chris Wedge|Carlos Saldanha,You can shine no matter what you're made of.,inventor|business man|robot|dishonesty,"Rodney Copperbottom is a young robot inventor who dreams of making the world a better place, until the evil Ratchet takes over Big Weld Industries. Now, Rodney's dreams â€“ and those of his friends â€“ are in danger of becoming obsolete.",91,Animation|Comedy|Family|Science Fiction,Blue Sky Studios|Twentieth Century Fox Animation,2005-03-11,858,5.9,2005
tt0329774,1.4055879999999898,87000000,71073932,xXx: State of the Union,Ice Cube|Willem Dafoe|Samuel L. Jackson|Scott Speedman|Xzibit,Lee Tamahori,Prepare for the next level,helicopter|u.s. president|coup d'etat|military prison|agent,"Ice Cube stars as Darius Stone, a thrill-seeking troublemaker whose criminal record and extreme sports obsession make him the perfect candidate to be the newest XXX agent. He must save the U.S. government from a deadly conspiracy led by five-star general and Secretary of Defense George Deckert (played by Willem Dafoe).",101,Action|Crime|Adventure,Original Film|Columbia Pictures Corporation|Revolution Studios,2005-04-27,292,4.8,2005
tt0403508,1.351718,25000000,39053061,The Sisterhood of the Traveling Pants,Amber Tamblyn|Alexis Bledel|America Ferrera|Blake Lively|Jenna Boyd,Ken Kwapis,Laugh. Cry. Share the pants.,holiday|female friendship|jeans|coming of age|teenage girl,"Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic.",119,Drama|Comedy,DiNovi Pictures|Alcon Entertainment|Alloy Entertainment,2005-06-01,195,6.3,2005
tt0356910,1.330824,110000000,478207520,Mr. & Mrs. Smith,Angelina Jolie|Brad Pitt|Vince Vaughn|Adam Brody|Kerry Washington,Doug Liman,Smart and sexy.,bomb|assassin|secret identity|secret|assault rifle,"After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith (Pitt and Jolie) are stuck in a rut the size of the Grand Canyon?until the truth comes out! Unbeknownst to each other, they are both coolly lethal, highly paid assassins working for rival organizations. And when they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry that gives an all-new meaning to ""Till death do us part!""",120,Action|Comedy|Drama|Thriller,20th Century Fox|Weed Road Pictures|Dutch Oven|New Regency Productions|Summit Entertainment,2005-06-07,1750,6.5,2005
tt0386140,1.310993,75000000,142400065,The Legend of Zorro,Antonio Banderas|Catherine Zeta-Jones|AdriÃ¡n Alonso Barona|Julio Oscar Mechoso|Nick Chinlund,Martin Campbell,"This Fall, adventure begins with a Z.",california|spy|father-son relationship|mexico|hero,"In 1850, the people of California were voting to decide whether or not to join the United States. The Legend of Zorro is a 2005 sequel to 1998's The Mask of Zorro,",129,Action|Adventure|Drama|Western,Amblin Entertainment|Columbia Pictures Corporation,2005-10-24,592,5.8,2005
tt0399295,1.274645,42000000,24127895,Lord of War,Nicolas Cage|Bridget Moynahan|Jared Leto|Ethan Hawke|Eamonn Walker,Andrew Niccol,"Where there's a will, there's a weapon",cold war|weapon|arms dealer,"Yuri Orlov is a globetrotting arms dealer and, through some of the deadliest war zones, he struggles to stay one step ahead of a relentless Interpol agent, his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally, he must also face his own conscience.",122,Crime|Drama|Thriller,Saturn Films|Ascendant Pictures|Endgame Entertainment|Entertainment Manufacturing Company|Rising Star,2005-09-16,822,6.9,2005
tt0406375,1.273393,65000000,64321501,Zathura: A Space Adventure,Jonah Bobo|Josh Hutcherson|Dax Shepard|Tim Robbins|Frank Oz,Jon Favreau,Adventure Is Waiting,adventure|house|alien|giant robot|outer space,"After their father (Tim Robbins) is called into work, two young boys, Walter (Josh Hutcherson) and Danny (Jonah Bobo), are left in the care of their teenage sister, Lisa (Kristen Stewart), and told they must stay inside. Walter and Danny, who anticipate a boring day, are shocked when they begin playing Zathura, a space-themed board game, which they realize has mystical powers when their house is shot into space. With the help of an astronaut (Dax Shepard), the boys attempt to return home.",101,Family|Fantasy|Science Fiction|Adventure,Columbia Pictures Corporation|Teitler Film|Michael De Luca Productions|Radar Pictures,2005-11-06,389,5.9,2005
tt0357277,1.270018,43000000,56681566,Elektra,Jennifer Garner|Goran Visnjic|Will Yun Lee|Cary-Hiroyuki Tagawa|Terence Stamp,Rob Bowman,Looks can kill,comic book|magic ninja|female assassin,"Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.",97,Action,Twentieth Century Fox Film Corporation|Regency Enterprises|Epsilon Motion Pictures|New Regency Pictures|Marvel Enterprises,2005-01-13,329,5.0,2005
tt0121164,1.265401,40000000,117195061,Corpse Bride,Johnny Depp|Helena Bonham Carter|Emily Watson|Tracey Ullman|Paul Whitehouse,Tim Burton|Mike Johnson,There's been a grave misunderstanding.,shyness|england|cheating|old town|grave,"Set in a 19th-century european village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living.",77,Romance|Fantasy|Animation|Music,Tim Burton Animation Company|Will Vinton Studios|Warner Bros.|Tim Burton Productions|Laika Entertainment,2005-09-09,1022,7.0,2005
tt0312004,1.212451,30000000,192452832,The Curse of the Were-Rabbit,Peter Sallis|Helena Bonham Carter|Ralph Fiennes|Nicholas Smith|Liz Smith,Steve Box|Nick Park,Something bunny is going on...,competition|garden|vegetable|stop motion animation|animation,"Cheese-loving eccentric Wallace and his cunning canine pal, Gromit, investigate a mystery in Nick Park's animated adventure, in which the lovable inventor and his intrepid pup run a business ridding the town of garden pests. Using only humane methods that turn their home into a halfway house for evicted vermin, the pair stumble upon a mystery involving a voracious vegetarian monster that threatens to ruin the annual veggie-growing contest.",85,Adventure|Animation|Comedy|Family,Aardman Animations|DreamWorks Animation,2005-09-04,373,6.6,2005
tt0398375,1.210683,70000000,88933562,Rumor Has It...,Jennifer Aniston|Kevin Costner|Shirley MacLaine|Mark Ruffalo|Richard Jenkins,Rob Reiner,Based on a true rumor.,ladykiller|daughter|family secrets|extramarital affair,"Sarah Huttinger's return home with her fiance convinces her that the sedate, proper, country-club lifestyle of her family isn't for her â€“ and that maybe the Huttinger family isn't even hers â€“ as she uncovers secrets that suggest the Huttingers are neither sedate nor proper.",97,Comedy,Village Roadshow Pictures|Section Eight|Spring Creek Productions|Warner Bros.,2005-12-23,181,5.2,2005
tt0366627,1.200307,29000000,21126225,The Jacket,Adrien Brody|Keira Knightley|Kris Kristofferson|Jennifer Jason Leigh|Kelly Lynch,John Maybury,Terror has a new name.,smoking|medicine|psychology|hallucination|experiment with human beings,"A military veteran goes on a journey into the future, where he can foresee his death and is left with questions that could save his life and those he loves.",103,Drama|Mystery|Thriller|Fantasy,Section Eight|Mandalay Pictures|VIP 3 Medienfonds|2929 Productions|Rising Star,2005-03-04,219,6.6,2005
tt0418763,1.148377,72000000,96889998,Jarhead,Jamie Foxx|Jake Gyllenhaal|Scott MacDonald|Lucas Black|Peter Sarsgaard,Sam Mendes,Welcome to the suck.,sniper|marine corps|saudi-arabia|petrol|golf war,"Jarhead is a film about a US Marine Anthony Swoffordâ€™s experience in the Gulf War. After putting up with an arduous boot camp, Swafford and his unit are sent to the Persian Gulf where they are earger to fight but are forced to stay back from the action. Meanwhile Swofford gets news of his girlfriend is cheating on him. Desperately he wants to kill someone and finally put his training to use.",125,Drama|War,Universal Pictures|Neal Street Productions|Red Wagon Entertainment|Motion Picture KAPPA Produktionsgesellschaft,2005-11-04,448,6.4,2005
tt0379786,1.110148,39000000,38869464,Serenity,Nathan Fillion|Gina Torres|Alan Tudyk|Morena Baccarin|Adam Baldwin,Joss Whedon,Can't stop the signal.,martial arts|telepathy|dystopia|spaceship|fugitive,"When the renegade crew of Serenity agrees to hide a fugitive on their ship, they find themselves in an action-packed battle between the relentless military might of a totalitarian regime who will destroy anything â€“ or anyone â€“ to get the girl back and the bloodthirsty creatures who roam the uncharted areas of space. But... the greatest danger of all may be on their ship.",119,Science Fiction|Action|Adventure|Thriller,Universal Pictures|Barry Mendel Productions,2005-08-25,814,7.3,2005
tt0432348,1.107734,4000000,152925093,Saw II,Tobin Bell|Shawnee Smith|Donnie Wahlberg|Franky G|Glenn Plummer,Darren Lynn Bousman,Oh Yes... There Will Be Blood.,riddle|serial killer,"When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game...",92,Horror,Lions Gate Films|Got Films|Twisted Pictures|Evolution Entertainment|Saw 2 Productions,2005-10-28,617,6.2,2005
tt0425123,1.1028360000000001,58000000,102854431,Just Like Heaven,Reese Witherspoon|Mark Ruffalo|Donal Logue|Dina Spybey-Waters|Ben Shenkman,Mark Waters,It's a wonderful afterlife.,coma|based on novel|workaholic|flirt|architect,"Shortly after David Abbott moves into his new San Francisco digs, he has an unwelcome visitor on his hands: winsome Elizabeth Martinson, who asserts that the apartment is hers -- and promptly vanishes. When she starts appearing and disappearing at will, David thinks she's a ghost, while Elizabeth is convinced she's alive.",95,Comedy|Fantasy|Romance,DreamWorks SKG|MacDonald/Parkes Productions,2005-09-16,304,6.5,2005
tt0400497,1.094959,50000000,66002004,Herbie Fully Loaded,Lindsay Lohan|Michael Keaton|Matt Dillon|Breckin Meyer|Justin Long,Angela Robinson,Start your engines...,car race|present|victory|car|ofp 857,"Maggie Peyton, the new owner of Number 53 - the free-wheelin' Volkswagen bug with a mind of its own - puts the car through its paces on the road to becoming a NASCAR competitor.",101,Comedy|Family|Adventure|Fantasy|Romance,Walt Disney Pictures|Robert Simonds Productions,2005-06-18,294,5.2,2005
tt0368709,1.08379,57000000,52034889,Elizabethtown,Orlando Bloom|Kirsten Dunst|Susan Sarandon|Alec Baldwin|Bruce McGill,Cameron Crowe,It's a heck of a place to find yourself,suicide|hotel room|suicide attempt|new love|funeral,"Drew Baylor is fired after causing his shoe company to lose hundreds of millions of dollars. To make matters worse, he's also dumped by his girlfriend. On the verge of ending it all, Drew gets a new lease on life when he returns to his family's small Kentucky hometown after his father dies. Along the way, he meets a flight attendant with whom he falls in love.",123,Comedy|Drama|Romance,Paramount Pictures|Cruise/Wagner Productions|Vinyl Films|KMP Film Invest,2005-09-03,192,6.0,2005
tt0430105,1.0754270000000001,45000000,92374674,Four Brothers,Mark Wahlberg|Tyrese Gibson|AndrÃ© Benjamin|Garrett Hedlund|Terrence Howard,John Singleton,They came home to bury mom... and her killer,brother brother relationship|robbery|arbitrary law|adoptive mother|murder,Four adopted brothers return to their Detroit hometown when their mother is murdered and vow to exact revenge on the killers.,109,Action|Crime,Paramount Pictures|Di Bonaventura Pictures,2005-08-11,379,6.6,2005
tt0450278,1.056592,4800000,80578934,Hostel,Jay Hernandez|Derek Richardson|Eythor Gudjonsson|Barbara Nedeljakova|Jana Kaderabkova,Eli Roth,Welcome To Your Worst Nightmare,bathroom|sex|amsterdam|europe|brothel,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",94,Horror,International Production Company|Raw Nerve|Next Entertainment|Hostel LLC,2005-01-06,448,5.7,2005
tt0373469,1.05364,15000000,15785148,Kiss Kiss Bang Bang,Robert Downey Jr.|Val Kilmer|Michelle Monaghan|Corbin Bernsen|Dash Mihok,Shane Black,SeX. MurdEr. MyStery. Welcome to the party.,detective|loser|custody battle|shooting|thief,A petty thief posing as an actor is brought to Los Angeles for an unlikely audition and finds himself in the middle of a murder investigation along with his high school dream girl and a detective who's been training him for his upcoming role...,103,Action|Comedy|Crime|Mystery,Silver Pictures|Warner Bros.,2005-02-12,527,7.1,2005
